body_num,m,vx,vy,vz,x,y,z
0,1988999999999999901909255192576.000000,1.286173,0.187280,0.000000,3332510.640596,353188.241053,0.000000
0,1988999999999999901909255192576.000000,1.306333,0.192267,0.000000,3445377.812307,369800.145560,0.000000
0,1988999999999999901909255192576.000000,1.326422,0.197273,0.000000,3559980.686201,386844.562340,0.000000
0,1988999999999999901909255192576.000000,1.346442,0.202297,0.000000,3676313.231985,404323.062317,0.000000
0,1988999999999999901909255192576.000000,1.366392,0.207339,0.000000,3794369.487813,422237.147394,0.000000
0,1988999999999999901909255192576.000000,1.386274,0.212397,0.000000,3914143.558708,440588.253284,0.000000
0,1988999999999999901909255192576.000000,1.406089,0.217471,0.000000,4035629.615049,459377.752344,0.000000
0,1988999999999999901909255192576.000000,1.425837,0.222560,0.000000,4158821.891063,478606.956442,0.000000
0,1988999999999999901909255192576.000000,1.445518,0.227664,0.000000,4283714.683307,498277.119875,0.000000
0,1988999999999999901909255192576.000000,1.465135,0.232782,0.000000,4410302.349081,518389.442350,0.000000
0,1988999999999999901909255192576.000000,1.484687,0.237912,0.000000,4538579.304735,538945.072036,0.000000
0,1988999999999999901909255192576.000000,1.504175,0.243056,0.000000,4668540.023823,559945.108674,0.000000
0,1988999999999999901909255192576.000000,1.523600,0.248212,0.000000,4800179.035064,581390.606762,0.000000
0,1988999999999999901909255192576.000000,1.542962,0.253379,0.000000,4933490.920056,603282.578758,0.000000
0,1988999999999999901909255192576.000000,1.562261,0.258558,0.000000,5068470.310712,625621.998323,0.000000
0,1988999999999999901909255192576.000000,1.581500,0.263748,0.000000,5205111.886361,648409.803534,0.000000
0,1988999999999999901909255192576.000000,1.600677,0.268948,0.000000,5343410.370493,671646.900052,0.000000
0,1988999999999999901909255192576.000000,1.619793,0.274158,0.000000,5483360.527095,695334.164188,0.000000
0,1988999999999999901909255192576.000000,1.638850,0.279378,0.000000,5624957.156563,719472.445815,0.000000
0,1988999999999999901909255192576.000000,1.657846,0.284608,0.000000,5768195.091157,744062.571070,0.000000
0,1988999999999999901909255192576.000000,1.676784,0.289847,0.000000,5913069.189985,769105.344770,0.000000
0,1988999999999999901909255192576.000000,1.695661,0.295095,0.000000,6059574.333499,794601.552468,0.000000
0,1988999999999999901909255192576.000000,1.714480,0.300352,0.000000,6207705.417519,820551.962086,0.000000
0,1988999999999999901909255192576.000000,1.733240,0.305618,0.000000,6357457.346774,846957.325010,0.000000
0,1988999999999999901909255192576.000000,1.751941,0.310892,0.000000,6508825.028002,873818.376584,0.000000
0,1988999999999999901909255192576.000000,1.770583,0.316174,0.000000,6661803.362627,901135.835900,0.000000
0,1988999999999999901909255192576.000000,1.789165,0.321465,0.000000,6816387.239078,928910.404789,0.000000
0,1988999999999999901909255192576.000000,1.807688,0.326763,0.000000,6972571.524797,957142.765925,0.000000
0,1988999999999999901909255192576.000000,1.826152,0.332070,0.000000,7130351.058035,985833.579955,0.000000
0,1988999999999999901909255192576.000000,1.844555,0.337383,0.000000,7289720.639515,1014983.481558,0.000000
0,1988999999999999901909255192576.000000,1.862898,0.342704,0.000000,7450675.024094,1044593.074372,0.000000
0,1988999999999999901909255192576.000000,1.881179,0.348031,0.000000,7613208.912534,1074662.924713,0.000000
0,1988999999999999901909255192576.000000,1.899399,0.353364,0.000000,7777316.943551,1105193.554034,0.000000
0,1988999999999999901909255192576.000000,1.917555,0.358702,0.000000,7942993.686289,1136185.430096,0.000000
0,1988999999999999901909255192576.000000,1.935648,0.364045,0.000000,8110233.633403,1167638.956827,0.000000
0,1988999999999999901909255192576.000000,1.953675,0.369392,0.000000,8279031.194932,1199554.462885,0.000000
0,1988999999999999901909255192576.000000,1.971638,0.374742,0.000000,8449380.693162,1231932.188960,0.000000
0,1988999999999999901909255192576.000000,1.989533,0.380094,0.000000,8621276.358679,1264772.273871,0.000000
0,1988999999999999901909255192576.000000,2.007361,0.385445,0.000000,8794712.327804,1298074.739573,0.000000
0,1988999999999999901909255192576.000000,2.025119,0.390796,0.000000,8969682.641616,1331839.475174,0.000000
0,1988999999999999901909255192576.000000,2.042808,0.396143,0.000000,9146181.246725,1366066.220158,0.000000
0,1988999999999999901909255192576.000000,2.060425,0.401485,0.000000,9324201.997993,1400754.546980,0.000000
0,1988999999999999901909255192576.000000,2.077971,0.406821,0.000000,9503738.663309,1435903.843277,0.000000
0,1988999999999999901909255192576.000000,2.095443,0.412146,0.000000,9684784.930562,1471513.293936,0.000000
0,1988999999999999901909255192576.000000,2.112841,0.417460,0.000000,9867334.416875,1507581.863314,0.000000
0,1988999999999999901909255192576.000000,2.130165,0.422759,0.000000,10051380.680139,1544108.277889,0.000000
0,1988999999999999901909255192576.000000,2.147414,0.428041,0.000000,10236917.232859,1581091.009668,0.000000
0,1988999999999999901909255192576.000000,2.164587,0.433302,0.000000,10423937.558230,1618528.260654,0.000000
0,1988999999999999901909255192576.000000,2.181685,0.438538,0.000000,10612435.128374,1656417.948692,0.000000
0,1988999999999999901909255192576.000000,2.198707,0.443747,0.000000,10802403.424569,1694757.694996,0.000000
0,1988999999999999901909255192576.000000,2.215654,0.448925,0.000000,10993835.959277,1733544.813629,0.000000
0,1988999999999999901909255192576.000000,2.232527,0.454068,0.000000,11186726.299733,1772776.303191,0.000000
0,1988999999999999901909255192576.000000,2.249326,0.459173,0.000000,11381068.092817,1812448.840935,0.000000
0,1988999999999999901909255192576.000000,2.266053,0.464235,0.000000,11576855.090895,1852558.779475,0.000000
0,1988999999999999901909255192576.000000,2.282709,0.469252,0.000000,11774081.178292,1893102.146214,0.000000
0,1988999999999999901909255192576.000000,2.299297,0.474219,0.000000,11972740.398048,1934074.645569,0.000000
0,1988999999999999901909255192576.000000,2.315817,0.479132,0.000000,12172826.978598,1975471.663997,0.000000
0,1988999999999999901909255192576.000000,2.332273,0.483989,0.000000,12374335.360022,2017288.277798,0.000000
0,1988999999999999901909255192576.000000,2.348667,0.488785,0.000000,12577260.219521,2059519.263605,0.000000
0,1988999999999999901909255192576.000000,2.365003,0.493517,0.000000,12781596.495798,2102159.111420,0.000000
0,1988999999999999901909255192576.000000,2.381284,0.498182,0.000000,12987339.412045,2145202.040016,0.000000
0,1988999999999999901909255192576.000000,2.397513,0.502777,0.000000,13194484.497289,2188642.014491,0.000000
0,1988999999999999901909255192576.000000,2.413693,0.507300,0.000000,13403027.605869,2232472.765721,0.000000
0,1988999999999999901909255192576.000000,2.429830,0.511748,0.000000,13612964.934863,2276687.811445,0.000000
0,1988999999999999901909255192576.000000,2.445927,0.516119,0.000000,13824293.039353,2321280.478695,0.000000
0,1988999999999999901909255192576.000000,2.461988,0.520410,0.000000,14037008.845418,2366243.927281,0.000000
0,1988999999999999901909255192576.000000,2.478019,0.524621,0.000000,14251109.660828,2411571.174041,0.000000
0,1988999999999999901909255192576.000000,2.494022,0.528749,0.000000,14466593.183434,2457255.117566,0.000000
0,1988999999999999901909255192576.000000,2.510004,0.532795,0.000000,14683457.507287,2503288.563152,0.000000
0,1988999999999999901909255192576.000000,2.525968,0.536756,0.000000,14901701.126558,2549664.247697,0.000000
0,1988999999999999901909255192576.000000,2.541919,0.540632,0.000000,15121322.937356,2596374.864343,0.000000
0,1988999999999999901909255192576.000000,2.557862,0.544424,0.000000,15342322.237567,2643413.086655,0.000000
0,1988999999999999901909255192576.000000,2.573802,0.548131,0.000000,15564698.724853,2690771.592140,0.000000
0,1988999999999999901909255192576.000000,2.589743,0.551753,0.000000,15788452.492957,2738443.084995,0.000000
0,1988999999999999901909255192576.000000,2.605689,0.555292,0.000000,16013584.026490,2786420.317934,0.000000
0,1988999999999999901909255192576.000000,2.621645,0.558748,0.000000,16240094.194348,2834696.113010,0.000000
0,1988999999999999901909255192576.000000,2.637616,0.562121,0.000000,16467984.241937,2883263.381375,0.000000
0,1988999999999999901909255192576.000000,2.653606,0.565414,0.000000,16697255.782354,2932115.141921,0.000000
0,1988999999999999901909255192576.000000,2.669618,0.568627,0.000000,16927910.786694,2981244.538781,0.000000
0,1988999999999999901909255192576.000000,2.685657,0.571763,0.000000,17159951.573619,3030644.857699,0.000000
0,1988999999999999901909255192576.000000,2.701727,0.574823,0.000000,17393380.798322,3080309.541260,0.000000
0,1988999999999999901909255192576.000000,2.717832,0.577809,0.000000,17628201.441027,3130232.203034,0.000000
0,1988999999999999901909255192576.000000,2.733974,0.580723,0.000000,17864416.795116,3180406.640647,0.000000
0,1988999999999999901909255192576.000000,2.750158,0.583567,0.000000,18102030.454998,3230826.847843,0.000000
0,1988999999999999901909255192576.000000,2.766387,0.586345,0.000000,18341046.303798,3281487.025586,0.000000
0,1988999999999999901909255192576.000000,2.782664,0.589057,0.000000,18581468.500944,3332381.592255,0.000000
0,1988999999999999901909255192576.000000,2.798993,0.591708,0.000000,18823301.469714,3383505.193012,0.000000
0,1988999999999999901909255192576.000000,2.815375,0.594300,0.000000,19066549.884783,3434852.708384,0.000000
0,1988999999999999901909255192576.000000,2.831815,0.596835,0.000000,19311218.659821,3486419.262137,0.000000
0,1988999999999999901909255192576.000000,2.848313,0.599317,0.000000,19557312.935170,3538200.228509,0.000000
0,1988999999999999901909255192576.000000,2.864874,0.601748,0.000000,19804838.065598,3590191.238845,0.000000
0,1988999999999999901909255192576.000000,2.881499,0.604131,0.000000,20053799.608170,3642388.187707,0.000000
0,1988999999999999901909255192576.000000,2.898191,0.606470,0.000000,20304203.310217,3694787.238507,0.000000
0,1988999999999999901909255192576.000000,2.914951,0.608768,0.000000,20556055.097402,3747384.828716,0.000000
0,1988999999999999901909255192576.000000,2.931782,0.611028,0.000000,20809361.061879,3800177.674682,0.000000
0,1988999999999999901909255192576.000000,2.948685,0.613253,0.000000,21064127.450516,3853162.776113,0.000000
0,1988999999999999901909255192576.000000,2.965662,0.615447,0.000000,21320360.653174,3906337.420249,0.000000
0,1988999999999999901909255192576.000000,2.982715,0.617613,0.000000,21578067.191005,3959699.185748,0.000000
0,1988999999999999901909255192576.000000,2.999844,0.619754,0.000000,21837253.704745,4013245.946317,0.000000
0,1988999999999999901909255192576.000000,3.017051,0.621874,0.000000,22097926.942974,4066975.874094,0.000000
0,1988999999999999901909255192576.000000,3.034338,0.623976,0.000000,22360093.750300,4120887.442798,0.000000
0,1988999999999999901909255192576.000000,3.051705,0.626065,0.000000,22623761.055443,4174979.430640,0.000000
0,1988999999999999901909255192576.000000,3.069153,0.628142,0.000000,22888935.859173,4229250.923003,0.000000
0,1988999999999999901909255192576.000000,3.086682,0.630213,0.000000,23155625.222080,4283701.314861,0.000000
0,1988999999999999901909255192576.000000,3.104294,0.632280,0.000000,23423836.252121,4338330.312940,0.000000
0,1988999999999999901909255192576.000000,3.121989,0.634348,0.000000,23693576.091936,4393137.937574,0.000000
0,1988999999999999901909255192576.000000,3.139766,0.636419,0.000000,23964851.905883,4448124.524236,0.000000
0,1988999999999999901909255192576.000000,3.157627,0.638498,0.000000,24237670.866771,4503290.724706,0.000000
0,1988999999999999901909255192576.000000,3.175570,0.640588,0.000000,24512040.142275,4558637.507807,0.000000
0,1988999999999999901909255192576.000000,3.193597,0.642693,0.000000,24787966.881001,4614166.159686,0.000000
0,1988999999999999901909255192576.000000,3.211705,0.644816,0.000000,25065458.198201,4669878.283551,0.000000
0,1988999999999999901909255192576.000000,3.229895,0.646962,0.000000,25344521.161134,4725775.798808,0.000000
0,1988999999999999901909255192576.000000,3.248167,0.649134,0.000000,25625162.774074,4781860.939534,0.000000
0,1988999999999999901909255192576.000000,3.266518,0.651335,0.000000,25907389.962975,4838136.252182,0.000000
0,1988999999999999901909255192576.000000,3.284949,0.653569,0.000000,26191209.559835,4894604.592465,0.000000
0,1988999999999999901909255192576.000000,3.303457,0.655839,0.000000,26476628.286784,4951269.121306,0.000000
0,1988999999999999901909255192576.000000,3.322042,0.658150,0.000000,26763652.739952,5008133.299795,0.000000
0,1988999999999999901909255192576.000000,3.340702,0.660504,0.000000,27052289.373188,5065200.883042,0.000000
0,1988999999999999901909255192576.000000,3.359434,0.662905,0.000000,27342544.481707,5122475.912859,0.000000
0,1988999999999999901909255192576.000000,3.378237,0.665356,0.000000,27634424.185773,5179962.709179,0.000000
0,1988999999999999901909255192576.000000,3.397109,0.667861,0.000000,27927934.414523,5237665.860158,0.000000
0,1988999999999999901909255192576.000000,3.416047,0.670421,0.000000,28223080.890075,5295590.210877,0.000000
0,1988999999999999901909255192576.000000,3.435049,0.673040,0.000000,28519869.112058,5353740.850618,0.000000
0,1988999999999999901909255192576.000000,3.454111,0.675720,0.000000,28818304.342741,5412123.098661,0.000000
0,1988999999999999901909255192576.000000,3.473232,0.678465,0.000000,29118391.592928,5470742.488614,0.000000
0,1988999999999999901909255192576.000000,3.492408,0.681276,0.000000,29420135.608808,5529604.751266,0.000000
0,1988999999999999901909255192576.000000,3.511635,0.684156,0.000000,29723540.859968,5588715.796018,0.000000
0,1988999999999999901909255192576.000000,3.530911,0.687105,0.000000,30028611.528760,5648081.690949,0.000000
0,1988999999999999901909255192576.000000,3.550231,0.690127,0.000000,30335351.501222,5707708.641616,0.000000
0,1988999999999999901909255192576.000000,3.569593,0.693221,0.000000,30643764.359769,5767602.968728,0.000000
0,1988999999999999901909255192576.000000,3.588993,0.696390,0.000000,30953853.377809,5827771.084840,0.000000
0,1988999999999999901909255192576.000000,3.608428,0.699634,0.000000,31265621.516494,5888219.470281,0.000000
0,1988999999999999901909255192576.000000,3.627892,0.702953,0.000000,31579071.423718,5948954.648538,0.000000
0,1988999999999999901909255192576.000000,3.647384,0.706349,0.000000,31894205.435504,6009983.161347,0.000000
0,1988999999999999901909255192576.000000,3.666900,0.709819,0.000000,32211025.579864,6071311.543782,0.000000
0,1988999999999999901909255192576.000000,3.686435,0.713365,0.000000,32529533.583168,6132946.299638,0.000000
0,1988999999999999901909255192576.000000,3.705987,0.716986,0.000000,32849730.879034,6194893.877428,0.000000
0,1988999999999999901909255192576.000000,3.725553,0.720680,0.000000,33171618.619696,6257160.647306,0.000000
0,1988999999999999901909255192576.000000,3.745128,0.724447,0.000000,33495197.689745,6319752.879251,0.000000
0,1988999999999999901909255192576.000000,3.764711,0.728285,0.000000,33820468.722118,6382676.722802,0.000000
0,1988999999999999901909255192576.000000,3.784299,0.732193,0.000000,34147432.116133,6445938.188652,0.000000
0,1988999999999999901909255192576.000000,3.803888,0.736168,0.000000,34476088.057337,6509543.132353,0.000000
0,1988999999999999901909255192576.000000,3.823478,0.740210,0.000000,34806436.538898,6573497.240357,0.000000
0,1988999999999999901909255192576.000000,3.843065,0.744315,0.000000,35138477.384228,6637806.018592,0.000000
0,1988999999999999901909255192576.000000,3.862649,0.748481,0.000000,35472210.270509,6702474.783691,0.000000
0,1988999999999999901909255192576.000000,3.882228,0.752707,0.000000,35807634.752761,6767508.656976,0.000000
0,1988999999999999901909255192576.000000,3.901800,0.756990,0.000000,36144750.288107,6832912.561217,0.000000
0,1988999999999999901909255192576.000000,3.921365,0.761327,0.000000,36483556.259866,6898691.220156,0.000000
0,1988999999999999901909255192576.000000,3.940923,0.765717,0.000000,36824052.001133,6964849.160703,0.000000
0,1988999999999999901909255192576.000000,3.960472,0.770157,0.000000,37166236.817512,7031390.717694,0.000000
0,1988999999999999901909255192576.000000,3.980014,0.774645,0.000000,37510110.008720,7098320.041041,0.000000
0,1988999999999999901909255192576.000000,3.999547,0.779179,0.000000,37855670.888765,7165641.105050,0.000000
0,1988999999999999901909255192576.000000,4.019073,0.783757,0.000000,38202918.804503,7233357.719689,0.000000
0,1988999999999999901909255192576.000000,4.038592,0.788378,0.000000,38551853.152370,7301473.543524,0.000000
0,1988999999999999901909255192576.000000,4.058105,0.793039,0.000000,38902473.393147,7369992.098064,0.000000
0,1988999999999999901909255192576.000000,4.077612,0.797739,0.000000,39254779.064683,7438916.783197,0.000000
0,1988999999999999901909255192576.000000,4.097115,0.802478,0.000000,39608769.792496,7508250.893468,0.000000
0,1988999999999999901909255192576.000000,4.116615,0.807254,0.000000,39964445.298268,7577997.634888,0.000000
0,1988999999999999901909255192576.000000,4.136112,0.812066,0.000000,40321805.406248,7648160.142017,0.000000
0,1988999999999999901909255192576.000000,4.155609,0.816914,0.000000,40680850.047627,7718741.495078,0.000000
0,1988999999999999901909255192576.000000,4.175107,0.821797,0.000000,41041579.262984,7789744.736853,0.000000
0,1988999999999999901909255192576.000000,4.194606,0.826715,0.000000,41403993.202913,7861172.889190,0.000000
0,1988999999999999901909255192576.000000,4.214108,0.831668,0.000000,41768092.126966,7933028.968902,0.000000
0,1988999999999999901909255192576.000000,4.233614,0.836655,0.000000,42133876.401067,8005316.002954,0.000000
0,1988999999999999901909255192576.000000,4.253126,0.841679,0.000000,42501346.493550,8078037.042775,0.000000
0,1988999999999999901909255192576.000000,4.272644,0.846738,0.000000,42870502.969982,8151195.177630,0.000000
0,1988999999999999901909255192576.000000,4.292170,0.851833,0.000000,43241346.486950,8224793.546970,0.000000
0,1988999999999999901909255192576.000000,4.311705,0.856965,0.000000,43613877.784946,8298835.351719,0.000000
0,1988999999999999901909255192576.000000,4.331249,0.862136,0.000000,43988097.680530,8373323.864466,0.000000
0,1988999999999999901909255192576.000000,4.350803,0.867345,0.000000,44364007.057908,8448262.438574,0.000000
0,1988999999999999901909255192576.000000,4.370368,0.872593,0.000000,44741606.860060,8523654.516207,0.000000
0,1988999999999999901909255192576.000000,4.389945,0.877883,0.000000,45120898.079544,8599503.635297,0.000000
0,1988999999999999901909255192576.000000,4.409533,0.883215,0.000000,45501881.749094,8675813.435516,0.000000
0,1988999999999999901909255192576.000000,4.429134,0.888591,0.000000,45884558.932113,8752587.663263,0.000000
0,1988999999999999901909255192576.000000,4.448747,0.894011,0.000000,46268930.713142,8829830.175763,0.000000
0,1988999999999999901909255192576.000000,4.468374,0.899476,0.000000,46654998.188389,8907544.944302,0.000000
0,1988999999999999901909255192576.000000,4.488012,0.904990,0.000000,47042762.456368,8985736.056695,0.000000
0,1988999999999999901909255192576.000000,4.507664,0.910552,0.000000,47432224.608724,9064407.719025,0.000000
0,1988999999999999901909255192576.000000,4.527328,0.916164,0.000000,47823385.721254,9143564.256747,0.000000
0,1988999999999999901909255192576.000000,4.547004,0.921827,0.000000,48216246.845174,9223210.115201,0.000000
0,1988999999999999901909255192576.000000,4.566692,0.927543,0.000000,48610808.998644,9303349.859607,0.000000
0,1988999999999999901909255192576.000000,4.586391,0.933314,0.000000,49007073.158567,9383988.174614,0.000000
0,1988999999999999901909255192576.000000,4.606101,0.939140,0.000000,49405040.252657,9465129.863438,0.000000
0,1988999999999999901909255192576.000000,4.625821,0.945023,0.000000,49804711.151779,9546779.846670,0.000000
0,1988999999999999901909255192576.000000,4.645550,0.950964,0.000000,50206086.662548,9628943.160773,0.000000
0,1988999999999999901909255192576.000000,4.665288,0.956965,0.000000,50609167.520170,9711624.956349,0.000000
0,1988999999999999901909255192576.000000,4.685033,0.963027,0.000000,51013954.381504,9794830.496177,0.000000
0,1988999999999999901909255192576.000000,4.704785,0.969151,0.000000,51420447.818316,9878565.153087,0.000000
0,1988999999999999901909255192576.000000,4.724543,0.975339,0.000000,51828648.310706,9962834.407675,0.000000
0,1988999999999999901909255192576.000000,4.744305,0.981591,0.000000,52238556.240662,10047643.845894,0.000000
0,1988999999999999901909255192576.000000,4.764070,0.987909,0.000000,52650171.885717,10132999.156526,0.000000
0,1988999999999999901909255192576.000000,4.783837,0.994294,0.000000,53063495.412669,10218906.128556,0.000000
0,1988999999999999901909255192576.000000,4.803605,1.000747,0.000000,53478526.871326,10305370.648430,0.000000
0,1988999999999999901909255192576.000000,4.823372,1.007269,0.000000,53895266.188245,10392398.697214,0.000000
0,1988999999999999901909255192576.000000,4.843136,1.013862,0.000000,54313713.160415,10479996.347626,0.000000
0,1988999999999999901909255192576.000000,4.862897,1.020526,0.000000,54733867.448867,10568169.760921,0.000000
0,1988999999999999901909255192576.000000,4.882652,1.027262,0.000000,55155728.572162,10656925.183618,0.000000
0,1988999999999999901909255192576.000000,4.902400,1.034071,0.000000,55579295.899730,10746268.944016,0.000000
0,1988999999999999901909255192576.000000,4.922138,1.040955,0.000000,56004568.645046,10836207.448470,0.000000
0,1988999999999999901909255192576.000000,4.941866,1.047914,0.000000,56431545.858597,10926747.177374,0.000000
0,1988999999999999901909255192576.000000,4.961581,1.054948,0.000000,56860226.420653,11017894.680799,0.000000
0,1988999999999999901909255192576.000000,4.981280,1.062059,0.000000,57290609.033801,11109656.573720,0.000000
0,1988999999999999901909255192576.000000,5.000963,1.069247,0.000000,57722692.215280,11202039.530775,0.000000
0,1988999999999999901909255192576.000000,5.020626,1.076513,0.000000,58156474.289084,11295050.280468,0.000000
0,1988999999999999901909255192576.000000,5.040267,1.083858,0.000000,58591953.377892,11388695.598752,0.000000
0,1988999999999999901909255192576.000000,5.059884,1.091281,0.000000,59029127.394830,11482982.301913,0.000000
0,1988999999999999901909255192576.000000,5.079475,1.098784,0.000000,59467994.035118,11577917.238658,0.000000
0,1988999999999999901909255192576.000000,5.099036,1.106366,0.000000,59908550.767673,11673507.281345,0.000000
0,1988999999999999901909255192576.000000,5.118565,1.114028,0.000000,60350794.826720,11769759.316265,0.000000
0,1988999999999999901909255192576.000000,5.138060,1.121770,0.000000,60794723.203530,11866680.232903,0.000000
0,1988999999999999901909255192576.000000,5.157517,1.129591,0.000000,61240332.638363,11964276.912103,0.000000
0,1988999999999999901909255192576.000000,5.176933,1.137492,0.000000,61687619.612764,12062556.213093,0.000000
0,1988999999999999901909255192576.000000,5.196305,1.145472,0.000000,62136580.342340,12161524.959312,0.000000
0,1988999999999999901909255192576.000000,5.215630,1.153530,0.000000,62587210.770171,12261189.923012,0.000000
0,1988999999999999901909255192576.000000,5.234905,1.161665,0.000000,63039506.561037,12361557.808623,0.000000
0,1988999999999999901909255192576.000000,5.254127,1.169878,0.000000,63493463.096621,12462635.234900,0.000000
0,1988999999999999901909255192576.000000,5.273291,1.178165,0.000000,63949075.471902,12564428.715880,0.000000
0,1988999999999999901909255192576.000000,5.292396,1.186527,0.000000,64406338.492903,12666944.640716,0.000000
0,1988999999999999901909255192576.000000,5.311437,1.194961,0.000000,64865246.676018,12770189.252487,0.000000
0,1988999999999999901909255192576.000000,5.330412,1.203465,0.000000,65325794.249087,12874168.626118,0.000000
